2019/1/24 星期四 15:33:52	正在初始化...已完成
2019/1/24 星期四 19:50:44	[返回无票]该数据为缓存,将G1020车次放入小黑屋60秒...

2019/1/24 星期四 19:50:44	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 19:55:24	开始预订G1022次列车车票...

2019/1/24 星期四 19:55:24	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 19:55:24	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 19:55:26	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 19:55:26	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/24 星期四 19:55:26	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 20:01:04	开始预订G1022次列车车票...

2019/1/24 星期四 20:01:04	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 20:01:04	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 20:01:05	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 20:01:05	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/24 星期四 20:01:05	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 20:04:12	开始预订G1022次列车车票...

2019/1/24 星期四 20:04:12	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 20:04:12	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 20:04:13	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 20:04:13	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/24 星期四 20:04:13	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 20:51:19	开始预订G1022次列车车票...

2019/1/24 星期四 20:51:19	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 20:51:19	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 20:51:20	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 20:51:20	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/24 星期四 20:51:20	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 20:53:43	开始预订G1022次列车车票...

2019/1/24 星期四 20:53:43	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 20:53:43	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 20:53:45	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 20:53:45	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/24 星期四 20:53:45	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 20:55:03	开始预订G1022次列车车票...

2019/1/24 星期四 20:55:03	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 20:55:03	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 20:55:05	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 20:55:05	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/24 星期四 20:55:05	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 20:56:28	开始预订G1022次列车车票...

2019/1/24 星期四 20:56:28	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 20:56:28	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 20:56:28	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 20:56:28	[返回无票]该数据为缓存,将G1022车次放入小黑屋60秒...

2019/1/24 星期四 20:56:28	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:04:17	开始预订G1036次列车车票...

2019/1/24 星期四 21:04:17	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:04:17	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:04:17	[任务2]实时余票为(1)张,继续提交...

2019/1/24 星期四 21:04:17	[任务4]当前无需验证码,开始提交订单...

2019/1/24 星期四 21:04:17	[任务5]快速出票安全期,等待3704ms

2019/1/24 星期四 21:04:21	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/24 星期四 21:04:21	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/24 星期四 21:04:21	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:05:51	开始预订G1036次列车车票...

2019/1/24 星期四 21:05:51	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:05:51	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:05:51	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 21:05:51	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/24 星期四 21:05:51	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:07:41	开始预订G1036次列车车票...

2019/1/24 星期四 21:07:41	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:07:41	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:07:41	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 21:07:41	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/24 星期四 21:07:41	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:08:24	开始预订Z24次列车车票...

2019/1/24 星期四 21:08:24	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:08:24	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:08:25	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 21:08:25	[返回无票]该数据为缓存,将Z24车次放入小黑屋60秒...

2019/1/24 星期四 21:08:25	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:09:34	开始预订Z24次列车车票...

2019/1/24 星期四 21:09:34	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:09:34	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:09:35	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 21:09:35	[返回无票]该数据为缓存,将Z24车次放入小黑屋60秒...

2019/1/24 星期四 21:09:35	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:10:07	开始预订G1036次列车车票...

2019/1/24 星期四 21:10:07	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:10:07	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:10:08	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 21:10:08	[返回无票]该数据为缓存,将G1036车次放入小黑屋360秒...

2019/1/24 星期四 21:10:08	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:10:59	开始预订Z24次列车车票...

2019/1/24 星期四 21:10:59	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:10:59	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:11:00	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 21:11:00	[返回无票]该数据为缓存,将Z24车次放入小黑屋120秒...

2019/1/24 星期四 21:11:00	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:13:33	开始预订Z24次列车车票...

2019/1/24 星期四 21:13:33	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:13:33	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:13:33	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 21:13:33	[返回无票]该数据为缓存,将Z24车次放入小黑屋180秒...

2019/1/24 星期四 21:13:33	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:14:16	开始预订G1022次列车车票...

2019/1/24 星期四 21:14:16	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:14:16	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:14:18	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 21:14:18	[返回无票]该数据为缓存,将G1022车次放入小黑屋780秒...

2019/1/24 星期四 21:14:18	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:36:38	开始预订Z24次列车车票...

2019/1/24 星期四 21:36:38	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:36:38	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:36:38	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 21:36:38	[返回无票]该数据为缓存,将Z24车次放入小黑屋60秒...

2019/1/24 星期四 21:36:38	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 21:40:55	开始预订G1028次列车车票...

2019/1/24 星期四 21:40:55	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 21:40:55	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 21:40:56	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 21:40:56	[返回无票]该数据为缓存,将G1028车次放入小黑屋60秒...

2019/1/24 星期四 21:40:56	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 22:14:23	开始预订G76次列车车票...

2019/1/24 星期四 22:14:23	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 22:14:23	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 22:14:24	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 22:14:24	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/24 星期四 22:14:24	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 22:16:46	开始预订G76次列车车票...

2019/1/24 星期四 22:16:46	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 22:16:46	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 22:16:46	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 22:16:46	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/24 星期四 22:16:46	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 22:19:50	开始预订G76次列车车票...

2019/1/24 星期四 22:19:50	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 22:19:50	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 22:19:50	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 22:19:50	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/24 星期四 22:19:50	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

2019/1/24 星期四 22:20:12	开始预订Z230次列车车票...

2019/1/24 星期四 22:20:12	[极速]线程启动完成,开始解析算法...

2019/1/24 星期四 22:20:12	[任务1]算法解析完成,开始申请订单...

2019/1/24 星期四 22:20:13	[任务2]目前排队人数已经超过余票张数

2019/1/24 星期四 22:20:13	[返回无票]该数据为缓存,将Z230车次放入小黑屋60秒...

2019/1/24 星期四 22:20:13	开始查询2019-02-02;2019-01-30;2019-01-31;2019-02-03;2019-02-01车次，间隔：默认

