2019/1/17 星期四 13:56:20	正在初始化...已完成
2019/1/17 星期四 15:26:55	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:26:55	[返回无票]该数据为缓存,将G554车次放入小黑屋60秒...

2019/1/17 星期四 15:26:55	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/17 星期四 15:27:56	开始预订G1002次列车车票...

2019/1/17 星期四 15:27:56	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:27:56	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:27:56	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:27:56	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/17 星期四 15:27:56	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/17 星期四 15:28:43	链接12306服务器速度:309毫秒[良]

2019/1/17 星期四 15:29:21	开始预订G76次列车车票...

2019/1/17 星期四 15:29:21	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:29:21	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:29:21	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:29:21	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/17 星期四 15:29:21	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/17 星期四 15:30:36	开始预订G76次列车车票...

2019/1/17 星期四 15:30:36	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:30:36	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:30:37	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:30:37	[返回无票]该数据为缓存,将G76车次放入小黑屋60秒...

2019/1/17 星期四 15:30:37	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/17 星期四 15:35:30	开始预订G1002次列车车票...

2019/1/17 星期四 15:35:30	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:35:30	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:35:30	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:35:30	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/17 星期四 15:35:30	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/17 星期四 15:37:14	开始预订G1002次列车车票...

2019/1/17 星期四 15:37:14	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:37:14	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:37:15	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:37:15	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/17 星期四 15:37:15	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/17 星期四 15:38:17	开始预订G1002次列车车票...

2019/1/17 星期四 15:38:17	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:38:17	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:38:17	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:38:17	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/17 星期四 15:38:17	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/17 星期四 15:40:46	开始预订G1002次列车车票...

2019/1/17 星期四 15:40:46	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:40:46	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:40:47	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:40:47	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/17 星期四 15:40:47	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/17 星期四 15:42:12	开始预订G1002次列车车票...

2019/1/17 星期四 15:42:12	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:42:12	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:42:12	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:42:12	[返回无票]该数据为缓存,将G1002车次放入小黑屋60秒...

2019/1/17 星期四 15:42:12	开始查询2019-02-01;2019-02-02;2019-02-03车次，间隔：默认

2019/1/17 星期四 15:46:54	开始预订G1018次列车车票...

2019/1/17 星期四 15:46:54	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:46:54	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:46:55	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 15:46:55	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 15:46:55	[任务5]快速出票安全期,等待1777ms

2019/1/17 星期四 15:46:58	[普通]线程启动完成,开始解析算法...

2019/1/17 星期四 15:46:58	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:46:58	[任务2]申请订单成功,开始获取令牌...

2019/1/17 星期四 15:46:58	[任务3]令牌获取完成,开始效验订单...

2019/1/17 星期四 15:46:59	[任务4]实时余票为(1)张,继续提交...

2019/1/17 星期四 15:46:59	[任务5]当前无需验证码,开始提交订单...

2019/1/17 星期四 15:46:59	[任务5]快速出票安全期,等待2225ms

2019/1/17 星期四 15:47:01	[提交成功]等待处理,本次用时:3.49秒

2019/1/17 星期四 15:47:03	[获取结果]12306:尊敬的旅客，您的证件-黄钟鼎(421122198805026339)已订车票与本次购票行程冲突，请将已购车票办理改签，或办理退票后重新购票；如您确认此身份信息被他人冒用，请点击“网上举报”并确认后，可以继续购票。谢谢您的合作。

2019/1/17 星期四 15:47:03	[待处理]已停止任务,等待用户处理

2019/1/17 星期四 15:48:50	[多日期]每多一个日期将多查询一次，频率过快，容易被限制，不建议设置多个日期，如非要设置，请尽量少的添加！

2019/1/17 星期四 15:49:01	查询完毕,本次查询共用时:1316毫秒

2019/1/17 星期四 15:49:13	查询完毕,本次查询共用时:1077毫秒

2019/1/17 星期四 15:49:20	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 15:50:18	开始预订G1010次列车车票...

2019/1/17 星期四 15:50:18	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:50:18	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:50:19	该用户已在其他地点登录或被踢出，正在重新登录...

2019/1/17 星期四 15:50:40	[自动登录]登录成功

2019/1/17 星期四 15:50:40	[普通]线程启动完成,开始解析算法...

2019/1/17 星期四 15:50:40	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:50:40	[任务2]申请订单成功,开始获取令牌...

2019/1/17 星期四 15:50:40	[任务3]令牌获取完成,开始效验订单...

2019/1/17 星期四 15:50:41	[任务4]实时余票为(1)张,继续提交...

2019/1/17 星期四 15:50:41	[任务5]当前无需验证码,开始提交订单...

2019/1/17 星期四 15:50:41	[任务5]快速出票安全期,等待1929ms

2019/1/17 星期四 15:50:44	[提交成功]等待处理,本次用时:4.01秒

2019/1/17 星期四 15:50:45	[获取结果]12306:没有足够的票!

2019/1/17 星期四 15:50:45	[返回无票]该数据为缓存,将G1010车次放入小黑屋60秒...

2019/1/17 星期四 15:50:45	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 15:51:55	开始预订G1010次列车车票...

2019/1/17 星期四 15:51:55	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:51:55	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:51:56	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 15:51:56	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 15:51:56	[任务5]快速出票安全期,等待2027ms

2019/1/17 星期四 15:51:58	[提交成功]等待处理,本次用时:2.63秒

2019/1/17 星期四 15:52:00	[获取结果]12306:没有足够的票!

2019/1/17 星期四 15:52:00	[返回无票]该数据为缓存,将G1010车次放入小黑屋60秒...

2019/1/17 星期四 15:52:00	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 15:52:01	结束车票查询

2019/1/17 星期四 15:52:08	查询完毕,本次查询共用时:1318毫秒

2019/1/17 星期四 15:52:14	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 15:52:20	开始预订K4062次列车车票...

2019/1/17 星期四 15:52:20	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:52:20	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:52:20	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:52:20	[返回无票]该数据为缓存,将K4062车次放入小黑屋60秒...

2019/1/17 星期四 15:52:21	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 15:53:30	开始预订K4062次列车车票...

2019/1/17 星期四 15:53:30	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:53:30	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:53:30	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:53:30	[返回无票]该数据为缓存,将K4062车次放入小黑屋60秒...

2019/1/17 星期四 15:53:31	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 15:54:43	开始预订K4062次列车车票...

2019/1/17 星期四 15:54:43	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:54:43	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:54:44	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:54:44	[返回无票]该数据为缓存,将K4062车次放入小黑屋60秒...

2019/1/17 星期四 15:54:44	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 15:55:52	开始预订K4062次列车车票...

2019/1/17 星期四 15:55:52	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 15:55:52	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 15:55:52	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 15:55:52	[返回无票]该数据为缓存,将K4062车次放入小黑屋60秒...

2019/1/17 星期四 15:55:52	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 16:11:39	开始预订G80次列车车票...

2019/1/17 星期四 16:11:39	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 16:11:39	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 16:11:39	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 16:11:39	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 16:11:39	[任务5]快速出票安全期,等待2401ms

2019/1/17 星期四 16:11:42	[提交成功]等待处理,本次用时:2.99秒

2019/1/17 星期四 16:11:43	[获取结果]12306:没有足够的票!

2019/1/17 星期四 16:11:43	[返回无票]该数据为缓存,将G80车次放入小黑屋60秒...

2019/1/17 星期四 16:11:43	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 16:13:14	开始预订G80次列车车票...

2019/1/17 星期四 16:13:14	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 16:13:14	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 16:13:14	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 16:13:14	[返回无票]该数据为缓存,将G80车次放入小黑屋60秒...

2019/1/17 星期四 16:13:14	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 16:15:02	开始预订G80次列车车票...

2019/1/17 星期四 16:15:02	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 16:15:02	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 16:15:03	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 16:15:03	[返回无票]该数据为缓存,将G80车次放入小黑屋60秒...

2019/1/17 星期四 16:15:03	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 16:16:07	开始预订G80次列车车票...

2019/1/17 星期四 16:16:07	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 16:16:07	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 16:16:08	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 16:16:08	[返回无票]该数据为缓存,将G80车次放入小黑屋60秒...

2019/1/17 星期四 16:16:08	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 16:17:47	开始预订G80次列车车票...

2019/1/17 星期四 16:17:47	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 16:17:47	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 16:17:48	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 16:17:48	[返回无票]该数据为缓存,将G80车次放入小黑屋60秒...

2019/1/17 星期四 16:17:48	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 16:54:07	开始预订K4062次列车车票...

2019/1/17 星期四 16:54:07	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 16:54:07	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 16:54:08	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 16:54:08	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 16:54:08	[任务5]快速出票安全期,等待3600ms

2019/1/17 星期四 16:54:12	[提交成功]等待处理,本次用时:4.20秒

2019/1/17 星期四 16:54:13	[订票成功]返回订单号:E783104251

2019/1/17 星期四 16:54:13	[锁定订单]坐席为系统分配,已完成锁定

2019/1/17 星期四 16:54:13	[12306Bypass]: 恭喜,抢票成功!信息如下:乘客:黄钟鼎,日期:2019-02-02,车次:K4062,地点:深圳东08:35-汉口00:54,席别:软座,更多信息请查询未付款订单...

2019/1/17 星期四 17:01:15	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:08:20	该用户已在其他地点登录或被踢出，正在重新登录...

2019/1/17 星期四 17:08:35	[检查状态]检测到下线,已成功登录

2019/1/17 星期四 17:14:13	开始预订G1036次列车车票...

2019/1/17 星期四 17:14:13	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:14:13	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:14:14	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:14:14	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:14:14	[任务5]快速出票安全期,等待2674ms

2019/1/17 星期四 17:14:17	[提交成功]等待处理,本次用时:4.32秒

2019/1/17 星期四 17:14:19	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:14:19	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:14:19	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:16:55	开始预订G1036次列车车票...

2019/1/17 星期四 17:16:55	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:16:55	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:16:56	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:16:56	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:16:56	[任务5]快速出票安全期,等待2448ms

2019/1/17 星期四 17:16:58	[提交成功]等待处理,本次用时:3.17秒

2019/1/17 星期四 17:17:00	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:17:00	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:17:00	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:18:49	开始预订G1036次列车车票...

2019/1/17 星期四 17:18:49	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:18:49	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:18:50	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:18:50	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:18:50	[任务5]快速出票安全期,等待2963ms

2019/1/17 星期四 17:18:53	[提交成功]等待处理,本次用时:3.47秒

2019/1/17 星期四 17:18:54	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:18:54	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:18:55	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:21:01	开始预订G1036次列车车票...

2019/1/17 星期四 17:21:01	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:21:01	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:21:01	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:21:01	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:21:01	[任务5]快速出票安全期,等待2105ms

2019/1/17 星期四 17:21:04	[提交成功]等待处理,本次用时:2.62秒

2019/1/17 星期四 17:21:05	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:21:05	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:21:05	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:22:19	开始预订G1036次列车车票...

2019/1/17 星期四 17:22:19	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:22:19	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:22:19	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:22:19	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:22:19	[任务5]快速出票安全期,等待2435ms

2019/1/17 星期四 17:22:22	[提交成功]等待处理,本次用时:2.83秒

2019/1/17 星期四 17:22:24	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:22:24	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:22:24	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:23:28	开始预订G1036次列车车票...

2019/1/17 星期四 17:23:28	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:23:28	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:23:28	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:23:28	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:23:28	[任务5]快速出票安全期,等待2562ms

2019/1/17 星期四 17:23:31	[提交成功]等待处理,本次用时:3.08秒

2019/1/17 星期四 17:23:33	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:23:33	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:23:33	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:32:10	开始预订G1036次列车车票...

2019/1/17 星期四 17:32:10	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:32:10	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:32:10	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:32:10	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:32:10	[任务5]快速出票安全期,等待2078ms

2019/1/17 星期四 17:32:13	[任务5]余票不足！

2019/1/17 星期四 17:32:13	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:32:13	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:32:43	开始预订G1018次列车车票...

2019/1/17 星期四 17:32:43	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:32:43	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:32:43	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:32:43	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:32:43	[任务5]快速出票安全期,等待1948ms

2019/1/17 星期四 17:32:46	[任务5]排队人数现已超过余票数，请您选择其他席别或车次。

2019/1/17 星期四 17:32:46	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/17 星期四 17:32:46	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:33:48	开始预订G1036次列车车票...

2019/1/17 星期四 17:33:48	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:33:48	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:33:48	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 17:33:48	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:33:48	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:34:53	开始预订G1036次列车车票...

2019/1/17 星期四 17:34:53	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:34:53	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:34:53	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 17:34:53	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:34:53	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:34:55	开始预订G1018次列车车票...

2019/1/17 星期四 17:34:55	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:34:55	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:34:55	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:34:55	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:34:55	[任务5]快速出票安全期,等待3271ms

2019/1/17 星期四 17:34:59	[提交成功]等待处理,本次用时:3.82秒

2019/1/17 星期四 17:35:00	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:35:00	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/17 星期四 17:35:00	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:36:37	开始预订G1036次列车车票...

2019/1/17 星期四 17:36:37	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:36:37	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:36:37	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 17:36:37	[返回无票]该数据为缓存,将G1036车次放入小黑屋60秒...

2019/1/17 星期四 17:36:37	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:38:03	开始预订G1018次列车车票...

2019/1/17 星期四 17:38:03	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:38:03	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:38:04	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:38:04	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:38:04	[任务5]快速出票安全期,等待3776ms

2019/1/17 星期四 17:38:08	[提交成功]等待处理,本次用时:4.45秒

2019/1/17 星期四 17:38:10	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:38:10	[返回无票]该数据为缓存,将G1018车次放入小黑屋60秒...

2019/1/17 星期四 17:38:10	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:38:30	开始预订G1036次列车车票...

2019/1/17 星期四 17:38:30	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:38:30	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:38:31	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:38:31	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:38:31	[任务5]快速出票安全期,等待3378ms

2019/1/17 星期四 17:38:34	[提交成功]等待处理,本次用时:3.84秒

2019/1/17 星期四 17:38:36	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:38:36	[返回无票]该数据为缓存,将G1036车次放入小黑屋540秒...

2019/1/17 星期四 17:38:36	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:39:49	开始预订G1018次列车车票...

2019/1/17 星期四 17:39:49	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:39:49	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:39:49	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:39:49	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:39:49	[任务5]快速出票安全期,等待2231ms

2019/1/17 星期四 17:39:51	[提交成功]等待处理,本次用时:2.81秒

2019/1/17 星期四 17:39:53	[获取结果]12306:没有足够的票!

2019/1/17 星期四 17:39:53	[返回无票]该数据为缓存,将G1018车次放入小黑屋120秒...

2019/1/17 星期四 17:39:53	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:40:49	开始预订Z24次列车车票...

2019/1/17 星期四 17:40:49	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:40:49	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:40:49	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:40:49	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:40:49	[任务5]快速出票安全期,等待3450ms

2019/1/17 星期四 17:40:53	[任务5]余票不足！

2019/1/17 星期四 17:40:53	[返回无票]该数据为缓存,将Z24车次放入小黑屋60秒...

2019/1/17 星期四 17:40:53	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:42:41	开始预订Z24次列车车票...

2019/1/17 星期四 17:42:41	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:42:41	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:42:41	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 17:42:41	[返回无票]该数据为缓存,将Z24车次放入小黑屋60秒...

2019/1/17 星期四 17:42:41	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:45:26	开始预订Z24次列车车票...

2019/1/17 星期四 17:45:26	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:45:26	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:45:27	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 17:45:27	[返回无票]该数据为缓存,将Z24车次放入小黑屋60秒...

2019/1/17 星期四 17:45:27	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:49:47	开始预订Z24次列车车票...

2019/1/17 星期四 17:49:47	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:49:47	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:49:48	[任务2]目前排队人数已经超过余票张数

2019/1/17 星期四 17:49:48	[返回无票]该数据为缓存,将Z24车次放入小黑屋60秒...

2019/1/17 星期四 17:49:48	开始查询2019-02-02;2019-02-03;2019-01-31车次，间隔：默认

2019/1/17 星期四 17:53:58	开始预订G1036次列车车票...

2019/1/17 星期四 17:53:58	[极速]线程启动完成,开始解析算法...

2019/1/17 星期四 17:53:58	[任务1]算法解析完成,开始申请订单...

2019/1/17 星期四 17:53:58	[任务2]实时余票为(1)张,继续提交...

2019/1/17 星期四 17:53:58	[任务4]当前无需验证码,开始提交订单...

2019/1/17 星期四 17:53:58	[任务5]快速出票安全期,等待3392ms

2019/1/17 星期四 17:54:02	[提交成功]等待处理,本次用时:3.93秒

